"","id","education","gender","age","rural","internet_acc","workers","dist_to_market","mth_income"
"42378",42378,1,1,59.33976,1,1,11,8,28268874
"42379",42379,3,0,42.63588,0,3,12,13,56800046
"42380",42380,1,0,41.4821,1,3,7,19,48984413
"42381",42381,2,1,39.96945,0,3,9,11,61546847
"42382",42382,1,1,50.02162,1,1,13,15,31101062
"42383",42383,2,1,52.256,1,2,12,17,42611243
"42384",42384,1,1,33.36558,1,3,16,18,48152540
"42385",42385,1,0,53.64325,1,3,15,18,28095221
"42386",42386,2,1,59.47667,1,1,14,11,41297759
"42387",42387,2,1,30.21709,1,2,13,14,44906598
"42388",42388,3,0,46.8512,0,3,13,11,69493494
"42389",42389,2,1,55.09313,0,1,16,16,49729176
"42390",42390,2,1,41.64676,1,1,8,15,50523713
"42391",42391,2,1,20.65209,0,3,11,9,51956306
"42392",42392,2,1,61.26324,0,1,10,18,39533599
"42393",42393,1,1,36.29957,1,3,15,18,50589614
"42394",42394,3,0,39.52104,0,3,10,11,60952963
"42395",42395,1,0,42.28216,1,1,14,18,39668895
"42396",42396,3,1,42.96644,0,3,14,7,67943349
"42397",42397,1,1,25.50696,1,2,18,12,46493111
"42398",42398,3,1,36.20349,1,2,15,9,55426842
"42399",42399,3,1,26.66286,1,3,8,12,62118326
"42400",42400,2,0,19.09806,0,1,17,8,41403170
"42401",42401,1,1,40.25194,1,1,20,13,51311152
"42402",42402,4,1,30.11364,1,3,11,13,65503216
"42403",42403,2,1,39.84017,1,3,16,17,47489560
"42404",42404,2,1,51.10325,1,3,14,11,45903159
"42405",42405,4,0,22.18727,0,3,11,15,71936373
"42406",42406,2,1,40.06424,0,2,15,6,45547443
"42407",42407,2,1,32.46242,0,1,15,6,57244607
"42408",42408,1,1,46.58029,1,2,13,18,45448759
"42409",42409,1,1,50.44665,0,3,12,7,40763035
"42410",42410,2,0,37.50502,0,2,13,10,55588129
"42411",42411,2,1,36.10819,0,2,15,11,61113142
"42412",42412,1,1,45.38023,1,1,10,12,34947832
"42413",42413,3,0,61.15059,1,1,11,12,36589256
"42414",42414,1,0,50.05941,0,3,10,9,43552137
"42415",42415,4,0,57.17926,0,1,11,15,55229928
"42416",42416,1,0,28.8376,1,1,13,12,41976314
"42417",42417,2,1,24.84346,0,1,18,12,43632455
"42418",42418,2,1,61.20583,1,3,15,20,38190958
"42419",42419,2,1,37.63482,1,3,15,14,44500483
"42420",42420,1,1,29.70237,0,1,22,7,51447104
"42421",42421,2,1,37.90357,1,3,13,10,49109496
"42422",42422,3,1,55.04835,0,2,15,11,66391542
"42423",42423,1,0,20.03573,0,3,7,20,41808091
"42424",42424,4,1,44.93898,0,3,19,13,68210907
"42425",42425,2,1,31.69433,0,1,14,13,46883661
"42426",42426,1,0,49.09132,1,2,17,6,33470782
"42427",42427,1,0,42.31649,1,1,16,15,32073186
"42428",42428,2,0,42.43029,1,1,16,18,53344269
"42429",42429,4,1,27.98656,0,1,16,9,61137692
"42430",42430,1,1,42.19303,1,3,16,7,37604095
"42431",42431,1,1,19.16312,1,1,16,11,44307286
"42432",42432,2,1,39.11249,0,3,15,8,63013823
"42433",42433,4,0,59.84227,0,3,15,13,56217719
"42434",42434,2,0,31.208,0,3,14,13,61378230
"42435",42435,3,1,56.50244,1,1,19,6,41590628
"42436",42436,1,1,47.11934,0,3,17,11,53515679
"42437",42437,2,0,22.21563,0,2,16,11,61171866
"42438",42438,1,1,33.53157,1,2,21,12,46952348
"42439",42439,1,0,21.46406,0,3,11,11,47920160
"42440",42440,1,1,27.97673,0,3,15,9,49901554
"42441",42441,2,1,21.09955,0,1,17,16,64000291
"42442",42442,3,1,19.35593,1,3,16,11,61466468
"42443",42443,2,0,53.70589,1,3,14,6,35173044
"42444",42444,2,0,41.54276,0,1,15,9,57779715
"42445",42445,1,0,19.7954,1,2,10,13,40006844
"42446",42446,2,1,45.68042,0,1,14,17,41691095
"42447",42447,2,0,39.1986,0,3,18,19,56674860
"42448",42448,1,1,31.16091,0,3,17,14,39115207
"42449",42449,2,0,55.45399,0,3,9,12,50634700
"42450",42450,2,1,33.63505,1,1,12,10,42391629
"42451",42451,1,0,24.53727,1,3,14,10,45888866
"42452",42452,2,0,57.94545,0,2,16,9,48871127
"42453",42453,3,1,60.48694,0,3,12,15,42710489
"42454",42454,2,1,40.86989,0,3,13,14,61458777
"42455",42455,2,0,31.17846,0,1,16,12,57152393
"42456",42456,2,0,45.0325,1,2,12,14,65418888
"42457",42457,1,0,45.74282,0,3,17,12,57478559
"42458",42458,1,1,51.60793,1,1,16,6,40995950
"42459",42459,1,1,47.68056,1,3,20,9,44180259
"42460",42460,1,0,21.11234,1,1,14,12,27226148
"42461",42461,1,0,27.21916,0,3,15,16,46411017
"42462",42462,2,1,21.34307,0,2,20,3,59385460
"42463",42463,3,0,26.12564,0,3,8,14,68371187
"42464",42464,1,1,57.56444,1,2,15,13,39069394
"42465",42465,2,1,43.57475,0,3,20,6,70214090
"42466",42466,4,0,61.88804,1,2,17,11,52375709
"42467",42467,1,0,55.11897,0,3,17,11,48937515
"42468",42468,1,1,41.8679,1,1,13,13,35106883
"42469",42469,2,0,27.52731,0,3,25,19,59360563
"42470",42470,3,0,31.05933,1,3,19,10,65499306
"42471",42471,2,0,26.38403,1,3,19,13,51926633
"42472",42472,1,0,28.89608,0,1,15,7,27065171
"42473",42473,4,0,39.6066,0,1,14,11,62488990
"42474",42474,1,1,27.92135,1,1,13,16,47716444
"42475",42475,1,0,41.48657,1,1,16,10,41709255
"42476",42476,2,1,24.13541,0,1,11,18,53843997
"42477",42477,1,1,30.09782,0,1,15,17,36837223
"42478",42478,3,0,26.55074,0,3,14,14,67368528
"42479",42479,1,0,42.83289,0,1,13,9,39300897
"42480",42480,1,1,40.5187,1,1,15,11,40333165
"42481",42481,1,0,50.38151,1,1,20,13,33805089
"42482",42482,1,0,38.91284,0,3,9,10,34162088
"42483",42483,2,1,19.46429,0,2,12,9,56196329
"42484",42484,4,1,29.4891,0,3,11,12,73539440
"42485",42485,1,1,52.81225,1,1,18,14,42979232
"42486",42486,1,1,55.2881,1,2,17,11,36666344
"42487",42487,2,1,54.24157,1,3,11,11,47426086
"42488",42488,3,1,31.40764,1,3,10,15,58531803
"42489",42489,1,0,34.02191,1,1,10,16,42820924
"42490",42490,2,1,31.81138,0,3,7,11,47034091
"42491",42491,1,1,49.76471,0,1,10,7,32719815
"42492",42492,2,0,58.06252,1,3,17,12,48860195
"42493",42493,2,0,43.52637,1,2,11,13,40499587
"42494",42494,2,0,32.74507,0,1,16,8,57832880
"42495",42495,2,1,40.6219,1,1,11,15,49801250
"42496",42496,4,0,26.97376,0,3,14,12,74591287
"42497",42497,2,1,49.74917,1,1,17,12,44808484
"42498",42498,2,1,46.26982,1,3,18,17,51658855
"42499",42499,4,1,46.99084,0,3,15,20,73870626
"42500",42500,2,0,28.06407,1,1,14,12,49425740
"42501",42501,2,1,53.05076,0,3,10,10,54903178
"42502",42502,3,1,35.01035,0,3,13,11,66803747
"42503",42503,2,1,21.60854,1,1,15,6,27691585
"42504",42504,1,1,36.12906,0,1,14,11,43936440
"42505",42505,2,0,31.92293,0,3,14,10,54671640
"42506",42506,2,0,56.53291,1,1,13,12,36980851
"42507",42507,1,1,27.85827,0,3,14,7,46358260
"42508",42508,3,0,47.86527,1,3,12,8,57187330
"42509",42509,2,1,27.21304,1,1,8,17,53520127
"42510",42510,2,1,28.42355,1,1,20,8,48734848
"42511",42511,1,1,56.76663,1,2,8,14,26063703
"42512",42512,1,1,49.39302,0,2,17,14,48925199
"42513",42513,2,1,58.3394,0,2,16,10,55435949
"42514",42514,4,1,33.38579,0,1,20,10,79383233
"42515",42515,2,1,26.78196,1,3,12,10,50258369
"42516",42516,2,0,50.86455,0,2,15,6,47663239
"42517",42517,1,0,41.53868,1,3,9,12,30689624
"42518",42518,4,0,44.46593,0,3,20,10,72971686
"42519",42519,3,1,51.62659,0,1,15,7,50858411
"42520",42520,2,0,49.37573,1,1,8,9,44098654
"42521",42521,2,1,36.88424,0,1,15,11,50862515
"42522",42522,1,1,57.43686,1,1,15,8,21711002
"42523",42523,1,0,32.30304,0,1,13,9,44509232
"42524",42524,2,1,35.8626,1,1,13,17,46179172
"42525",42525,1,1,35.34329,0,1,17,13,63011599
"42526",42526,2,1,38.28148,0,3,14,15,57337119
"42527",42527,2,0,38.62792,1,2,10,11,38685232
"42528",42528,1,0,37.32989,0,3,18,7,54660221
"42529",42529,3,1,30.29081,0,2,14,13,53074866
"42530",42530,2,1,56.51682,0,3,15,5,58790415
"42531",42531,3,1,53.99969,1,3,11,11,52362164
"42532",42532,1,1,39.43258,1,3,23,14,43268320
"42533",42533,1,1,36.47918,1,3,17,6,44014075
"42534",42534,2,1,54.48303,0,3,18,13,71569553
"42535",42535,1,1,53.11256,0,2,12,12,28300249
"42536",42536,1,0,51.35029,1,2,16,12,49730499
"42537",42537,2,1,51.89629,0,3,13,15,58936851
"42538",42538,2,1,47.01602,0,1,15,14,49515341
"42539",42539,2,1,53.19462,0,2,21,14,55046237
"42540",42540,3,0,47.3806,0,1,16,14,49276376
"42541",42541,2,0,28.40115,1,3,18,9,52517016
"42542",42542,1,0,38.92168,1,3,17,24,44149199
"42543",42543,4,1,61.67928,0,3,14,13,63213004
"42544",42544,1,0,31.18215,0,3,10,10,42693161
"42545",42545,2,1,44.88745,1,1,18,5,60305864
"42546",42546,1,1,31.19718,1,1,10,10,47831343
"42547",42547,1,1,49.52611,1,1,18,9,38066544
"42548",42548,1,1,21.12199,0,1,16,11,46757171
"42549",42549,4,0,60.13423,0,3,16,16,69449932
"42550",42550,3,1,55.2639,1,1,10,11,51012986
"42551",42551,2,1,53.52299,0,1,15,8,45979272
"42552",42552,3,0,22.24657,1,3,16,7,49404124
"42553",42553,2,1,29.2765,1,1,12,14,46999168
"42554",42554,3,1,24.71377,0,3,15,14,70153257
"42555",42555,2,0,26.90602,0,2,8,14,39168883
"42556",42556,1,0,59.39004,1,2,17,12,32343248
"42557",42557,1,1,38.94646,0,3,12,15,34901914
"42558",42558,4,1,57.80069,0,3,19,12,76546242
"42559",42559,2,0,37.64457,0,1,15,12,53818686
"42560",42560,2,0,22.65919,0,2,12,13,59800457
"42561",42561,3,0,30.08988,0,3,12,16,68624915
"42562",42562,1,1,35.54884,0,1,13,16,43350225
"42563",42563,2,1,45.03496,1,3,12,12,47527510
"42564",42564,1,1,57.36836,1,3,12,14,41967113
"42565",42565,1,1,43.44815,1,3,13,11,37317461
"42566",42566,1,1,33.72653,0,1,15,10,48327776
"42567",42567,1,0,61.73579,0,2,13,18,30178896
"42568",42568,3,1,24.00514,1,1,10,11,59031359
"42569",42569,1,0,51.10822,0,3,16,7,51365916
"42570",42570,2,1,21.50708,1,1,14,11,53278698
"42571",42571,2,1,27.1236,1,3,12,8,52819081
"42572",42572,1,1,28.89293,1,1,18,16,55185607
"42573",42573,1,1,19.35752,1,1,13,8,25555250
"42574",42574,2,1,55.17671,1,1,18,8,40872322
"42575",42575,2,0,28.39566,1,2,18,10,52087909
"42576",42576,1,0,25.01444,0,3,14,16,50806442
"42577",42577,2,0,60.93711,1,2,10,10,29795432
"42578",42578,2,1,38.78219,1,2,17,14,56541717
"42579",42579,1,0,26.99654,1,1,14,9,40179159
"42580",42580,2,1,22.9533,1,3,18,12,47649440
"42581",42581,2,1,34.33299,1,1,11,12,45347633
"42582",42582,4,1,61.96334,1,3,13,10,49011773
"42583",42583,2,0,57.88645,1,3,14,11,43061731
"42584",42584,2,0,30.70374,1,3,8,16,38320461
"42585",42585,1,1,55.148,1,1,17,11,39430445
"42586",42586,1,1,33.9769,1,3,15,7,46692171
"42587",42587,4,1,47.89532,0,3,11,12,70297936
"42588",42588,2,1,39.84927,1,2,12,7,53876138
"42589",42589,4,1,28.97729,0,3,20,9,86928688
"42590",42590,4,1,24.35164,0,3,17,20,65719288
"42591",42591,2,0,46.88903,1,1,13,9,37781468
"42592",42592,4,1,60.09214,0,3,12,11,72363319
"42593",42593,2,0,54.94306,0,1,12,13,53352353
"42594",42594,1,0,29.36504,0,1,11,11,37762662
"42595",42595,2,1,42.73843,1,1,10,10,31425517
"42596",42596,2,1,33.68727,1,2,12,17,47529253
"42597",42597,4,1,27.52098,0,3,14,5,75672323
"42598",42598,3,1,22.80954,1,3,9,7,58538174
"42599",42599,2,1,26.47634,0,1,13,13,50203501
"42600",42600,1,1,40.1044,0,3,10,7,42481560
"42601",42601,2,1,39.54437,1,3,18,14,64460789
"42602",42602,1,1,22.94306,0,1,12,11,31014316
"42603",42603,1,1,53.60369,1,1,14,12,30666338
"42604",42604,2,0,31.54246,1,2,13,14,38573387
"42605",42605,2,1,47.67065,0,1,17,13,56505514
"42606",42606,1,1,27.59956,1,3,15,12,49641462
"42607",42607,1,0,41.02527,0,1,17,9,38730521
"42608",42608,2,1,39.59922,1,1,12,12,41453016
"42609",42609,2,1,35.71184,1,1,15,9,61480326
"42610",42610,2,1,57.89852,0,3,18,12,51229859
"42611",42611,1,0,29.38761,0,1,14,12,40327254
"42612",42612,2,0,20.99639,0,3,9,10,51894552
"42613",42613,1,1,35.49767,0,3,10,8,38074197
"42614",42614,2,1,60.98787,0,1,10,11,40750324
"42615",42615,2,0,39.25605,1,3,21,19,59001689
"42616",42616,2,0,40.72893,1,2,15,11,53381292
"42617",42617,1,1,22.72933,0,2,12,13,47429080
"42618",42618,2,1,37.27183,1,1,10,19,49059791
"42619",42619,2,1,20.18533,0,3,14,15,56503730
"42620",42620,1,0,54.47407,1,1,17,10,37641466
"42621",42621,2,0,34.63074,0,3,20,7,66024475
"42622",42622,4,0,21.66096,1,3,11,12,58080957
"42623",42623,2,1,60.60853,0,2,16,10,37303523
"42624",42624,1,0,27.59852,1,3,13,15,48116027
"42625",42625,3,1,56.93546,1,2,11,15,44805423
"42626",42626,1,1,31.72432,1,1,18,8,40060560
"42627",42627,2,1,52.86244,1,1,19,9,45655078
"42628",42628,2,0,50.59622,1,1,14,15,48649074
"42629",42629,4,1,56.16824,0,3,19,8,71810547
"42630",42630,1,0,28.47704,1,3,14,20,50056731
"42631",42631,2,1,27.76939,0,1,17,6,49030950
"42632",42632,1,1,44.80929,1,3,15,7,44625406
"42633",42633,1,0,23.47014,1,1,13,14,33753680
"42634",42634,2,1,21.56234,1,1,18,14,38069516
"42635",42635,1,1,49.54248,1,1,13,9,43251055
"42636",42636,3,1,41.37797,0,3,12,9,54175755
"42637",42637,1,1,47.26342,1,1,14,20,29600256
"42638",42638,2,0,35.85149,1,1,25,11,51352220
"42639",42639,1,1,48.44812,0,2,19,8,46416949
"42640",42640,2,0,54.10441,1,3,12,12,48069238
"42641",42641,4,0,47.74445,1,2,15,7,67037481
"42642",42642,4,0,27.99873,0,3,20,13,79825332
"42643",42643,3,0,34.13372,1,3,17,15,70501304
"42644",42644,2,0,52.25534,1,1,13,9,35007168
"42645",42645,2,1,20.89864,1,2,9,15,45974388
"42646",42646,3,0,23.88603,1,3,9,9,66023087
"42647",42647,1,1,42.92409,0,3,18,10,47882585
"42648",42648,2,1,43.24287,0,1,12,17,56528683
"42649",42649,1,1,61.02441,1,1,15,12,32757252
"42650",42650,3,0,43.59889,1,3,16,11,60468695
"42651",42651,1,0,32.88485,1,2,13,17,42100574
"42652",42652,2,0,23.43418,0,3,12,11,56341918
"42653",42653,1,0,34.67963,1,1,9,21,52123592
"42654",42654,2,1,32.26809,1,3,15,13,41504110
"42655",42655,2,1,52.80508,1,3,13,9,33099674
"42656",42656,3,1,24.81775,1,3,14,9,61655635
"42657",42657,2,1,32.88465,0,1,13,7,52627632
"42658",42658,1,1,34.60607,0,2,12,17,39036613
"42659",42659,1,1,44.00148,1,2,16,9,33063950
"42660",42660,2,1,35.38732,0,2,14,12,57016319
"42661",42661,4,1,36.15973,0,3,12,15,79634440
"42662",42662,1,1,61.75091,1,2,17,9,31252440
"42663",42663,1,1,23.50826,1,1,15,13,41876426
"42664",42664,3,1,21.32277,1,2,11,10,50487718
"42665",42665,2,1,31.95565,0,3,11,10,54248644
"42666",42666,3,1,52.95674,0,2,15,16,50191116
"42667",42667,1,1,32.76707,1,3,20,8,54953955
"42668",42668,2,1,43.99456,0,2,10,9,53343972
"42669",42669,1,1,29.32026,0,1,16,8,43135714
"42670",42670,3,1,30.11037,0,3,15,11,63578951
"42671",42671,2,0,41.92193,1,2,13,7,47779533
"42672",42672,4,1,55.45471,0,2,10,8,66808752
"42673",42673,1,1,21.63553,0,1,11,12,38036436
"42674",42674,2,1,58.34854,0,1,17,14,41677168
"42675",42675,1,0,49.34009,1,2,15,17,35619930
"42676",42676,2,0,33.17947,1,2,12,14,49949797
"42677",42677,1,1,51.18979,1,1,21,19,35492709
"42678",42678,3,1,25.6529,0,1,18,5,58492911
"42679",42679,2,1,36.58654,0,1,16,11,52632152
"42680",42680,1,1,51.22931,1,2,11,6,44369533
"42681",42681,2,1,24.65848,0,2,17,19,51835800
"42682",42682,3,1,19.90854,0,3,16,13,61375930
"42683",42683,3,0,58.21282,0,1,14,13,53301893
"42684",42684,2,0,34.24481,0,3,12,10,54605445
"42685",42685,2,1,22.10696,1,1,16,12,44377277
"42686",42686,1,0,53.45173,1,3,9,6,35880293
"42687",42687,1,0,57.78625,1,2,11,10,31014833
"42688",42688,2,1,25.65571,1,2,13,18,60785948
"42689",42689,2,1,55.10758,1,1,9,8,42327027
"42690",42690,2,1,25.76384,1,3,14,13,43069809
"42691",42691,2,0,51.34281,0,3,16,9,55304099
"42692",42692,2,1,50.945,1,3,15,12,51445884
"42693",42693,3,1,43.50344,1,3,17,9,66897788
"42694",42694,2,1,40.33819,0,1,12,10,48860265
"42695",42695,2,1,61.85908,0,1,18,17,44174251
"42696",42696,2,0,32.87804,0,2,16,10,54973520
"42697",42697,2,0,54.96161,0,3,17,17,59360344
"42698",42698,2,0,46.61243,1,2,8,15,37402699
"42699",42699,2,1,58.92078,0,1,14,17,39183316
"42700",42700,1,1,26.04991,0,3,13,12,51592559
"42701",42701,3,1,45.61416,0,1,13,8,57053088
"42702",42702,2,1,20.58887,0,1,13,12,45202089
"42703",42703,2,1,61.67421,1,1,15,15,32937572
"42704",42704,2,1,38.13219,1,2,17,14,48183796
"42705",42705,2,1,61.75976,0,3,14,9,45749399
"42706",42706,2,1,27.23939,1,3,12,9,44569253
"42707",42707,2,0,22.49473,0,3,20,8,63248774
"42708",42708,2,1,47.03726,0,3,13,6,49886390
"42709",42709,2,0,34.39917,1,3,15,14,57053691
"42710",42710,1,0,50.25311,1,1,12,9,37995740
"42711",42711,1,1,23.60626,0,3,14,16,53967309
"42712",42712,1,1,29.44298,0,1,12,9,45512111
"42713",42713,4,0,43.94793,0,3,13,15,82520110
"42714",42714,2,1,61.4828,0,1,11,9,43103091
"42715",42715,2,1,24.15992,0,3,11,12,55452001
"42716",42716,2,0,54.84633,1,3,11,18,50214826
"42717",42717,1,0,33.00575,1,2,15,19,42297327
"42718",42718,4,1,35.91736,0,2,14,14,78648947
"42719",42719,1,0,23.36481,0,3,14,8,65695645
"42720",42720,2,1,36.88074,0,3,16,11,51505227
"42721",42721,4,0,27.03704,0,1,11,11,68781270
"42722",42722,2,1,41.28248,0,1,13,14,43781803
"42723",42723,2,1,26.48401,0,1,15,15,57747704
"42724",42724,3,1,53.32589,0,1,15,6,63591173
"42725",42725,1,1,49.4518,0,1,13,11,30250044
"42726",42726,1,1,33.71425,0,1,12,12,42809288
"42727",42727,3,1,61.06618,0,1,12,12,48908487
"42728",42728,1,1,30.1841,1,3,13,5,35945873
"42729",42729,2,0,22.72632,1,3,11,15,42977534
"42730",42730,2,1,28.60198,1,3,14,11,54847592
"42731",42731,1,1,33.54065,1,2,15,11,29571944
"42732",42732,2,1,59.72623,0,3,10,13,43761414
"42733",42733,3,0,48.24483,0,1,10,16,46769237
"42734",42734,1,0,56.23869,1,2,10,17,30327213
"42735",42735,1,1,43.54408,1,1,15,12,29315642
"42736",42736,1,1,58.95679,1,2,12,5,42517381
"42737",42737,4,1,19.73971,0,1,7,16,55745054
"42738",42738,2,0,49.02808,0,1,9,12,55412664
"42739",42739,1,1,57.27208,1,1,17,11,32481922
"42740",42740,2,0,45.78313,1,2,19,7,56330816
"42741",42741,4,1,37.84797,0,3,14,7,79760453
"42742",42742,3,1,26.02902,0,1,16,9,57927757
"42743",42743,3,0,25.7298,0,3,16,13,55955987
"42744",42744,1,1,22.11385,0,3,13,9,53004865
"42745",42745,2,0,36.42419,0,3,18,12,61064511
"42746",42746,1,1,30.75436,0,1,15,15,50205859
"42747",42747,1,1,30.10568,1,1,16,9,38109799
"42748",42748,1,1,46.0236,0,1,18,8,33973615
"42749",42749,2,1,38.87613,0,2,13,14,48105245
"42750",42750,1,1,46.79213,0,3,14,13,54117774
"42751",42751,1,0,56.47884,1,2,12,10,36993031
"42752",42752,2,1,52.41908,0,3,16,8,52546636
"42753",42753,4,0,29.64475,0,1,15,8,74287286
"42754",42754,4,1,60.80365,0,3,11,9,59576109
"42755",42755,3,0,52.59176,0,1,10,10,60283956
"42756",42756,2,1,50.77029,0,3,19,16,54906679
"42757",42757,2,1,59.6295,0,1,9,10,30507972
"42758",42758,2,1,55.27169,1,1,16,15,36585454
"42759",42759,2,0,21.76992,1,3,16,12,59397467
"42760",42760,2,0,26.0062,1,3,9,12,48370581
"42761",42761,2,1,26.86473,0,3,17,9,62827945
"42762",42762,2,1,22.33733,0,3,14,9,60203444
"42763",42763,1,0,59.13809,0,1,14,11,32065436
"42764",42764,1,0,43.25822,0,1,8,10,37814232
"42765",42765,1,1,40.49317,0,1,15,9,39129899
"42766",42766,2,1,60.09829,1,1,16,10,44215710
"42767",42767,1,0,32.35256,1,1,14,10,45151087
"42768",42768,1,0,19.19387,1,3,11,10,36358098
"42769",42769,2,0,38.30898,0,3,9,9,60432125
"42770",42770,1,1,36.42936,0,3,13,11,38625638
"42771",42771,2,0,55.99418,0,3,22,16,54543479
"42772",42772,2,1,46.08228,0,2,19,13,58485455
"42773",42773,1,0,44.98845,1,1,15,10,42537518
"42774",42774,4,1,53.12018,1,3,20,7,76301984
"42775",42775,2,1,50.78023,0,1,17,11,50313119
"42776",42776,1,0,22.67115,1,2,15,15,27572275
"42777",42777,2,1,48.33827,1,1,12,13,53159708
"42778",42778,2,0,53.58425,0,1,14,15,50321175
"42779",42779,2,1,44.19389,1,3,15,12,49733594
"42780",42780,1,0,44.60145,0,1,11,14,40476816
"42781",42781,3,1,28.60846,0,1,16,12,58275174
"42782",42782,2,0,48.7644,1,1,18,16,48697804
"42783",42783,3,0,47.07548,1,2,18,11,49234378
"42784",42784,1,1,46.03237,1,3,17,8,48605573
"42785",42785,1,1,53.09052,1,1,18,15,24698801
"42786",42786,2,1,30.55147,1,3,14,24,62021287
"42787",42787,2,1,33.20859,1,1,17,8,49024050
"42788",42788,1,0,52.20689,1,2,12,9,34173699
"42789",42789,2,0,59.48508,1,1,14,14,30719679
"42790",42790,2,1,20.40982,0,3,12,17,50027493
"42791",42791,3,1,36.68046,1,3,15,9,53403442
"42792",42792,2,1,55.15729,0,2,12,14,46713075
"42793",42793,3,1,23.50397,1,3,15,12,58988094
"42794",42794,1,0,30.12101,1,2,12,21,36567656
"42795",42795,1,0,61.99159,1,2,15,13,34557656
"42796",42796,2,0,46.82305,0,1,14,12,53570437
"42797",42797,1,1,43.54015,1,3,16,14,35498698
"42798",42798,1,1,30.30814,0,3,18,17,48478451
"42799",42799,2,0,55.11322,1,1,13,6,40276826
"42800",42800,1,0,44.97879,0,2,15,14,35787608
"42801",42801,4,1,19.28613,0,1,13,12,63543493
"42802",42802,1,0,48.31274,0,1,17,14,44193226
"42803",42803,2,1,46.12411,1,3,16,16,56852375
"42804",42804,3,0,23.31643,0,3,14,11,73623506
"42805",42805,2,1,56.07425,0,3,16,12,58664209
"42806",42806,2,0,25.2901,1,2,18,13,57142193
"42807",42807,2,0,33.95514,0,3,14,10,64689616
"42808",42808,2,1,30.41338,1,1,15,9,48993974
"42809",42809,3,0,49.36092,0,3,13,16,66628967
"42810",42810,2,0,36.68868,0,3,10,16,52461972
"42811",42811,2,1,34.33784,0,2,19,12,69507826
"42812",42812,3,1,57.11907,1,3,11,9,55784275
"42813",42813,1,0,53.72987,0,2,17,13,45844422
"42814",42814,2,0,58.58918,0,2,9,13,38691391
"42815",42815,4,0,61.48116,1,3,15,11,65618187
"42816",42816,1,1,41.96447,1,3,16,12,44094337
"42817",42817,1,1,55.81076,1,2,20,9,34256545
"42818",42818,3,1,29.87608,0,2,19,11,63614400
"42819",42819,2,1,38.39883,1,2,15,13,46471453
"42820",42820,1,1,31.76009,1,3,18,15,52946793
"42821",42821,2,0,41.18777,0,2,16,17,53223604
"42822",42822,4,1,42.4733,0,3,14,8,70999276
"42823",42823,1,0,45.03304,1,2,17,8,44178603
"42824",42824,1,0,47.52061,1,3,15,19,45758993
"42825",42825,2,1,24.16545,0,2,15,18,49337491
"42826",42826,2,1,35.53331,0,2,19,15,52965733
"42827",42827,1,1,33.70395,1,1,11,14,36625893
"42828",42828,2,0,59.82878,0,2,12,18,37726908
"42829",42829,3,1,53.41585,1,3,12,15,54088676
"42830",42830,1,1,24.2898,0,1,11,12,41632431
"42831",42831,3,0,28.7967,1,2,12,17,63857230
"42832",42832,4,1,44.33552,0,3,15,10,82984358
"42833",42833,2,0,51.68848,1,1,16,17,34635223
"42834",42834,1,1,50.42433,1,1,7,13,35201292
"42835",42835,1,1,42.48938,1,3,15,11,35515320
"42836",42836,2,0,45.89457,0,2,11,8,47600999
"42837",42837,3,1,42.98247,1,3,12,7,44699155
"42838",42838,1,1,25.84819,0,1,21,13,44471778
"42839",42839,2,1,20.26717,1,3,13,13,54464469
"42840",42840,1,0,36.76542,0,1,10,12,40414260
"42841",42841,2,0,40.01294,1,1,13,11,39094244
"42842",42842,3,0,50.48625,0,3,13,9,62280405
"42843",42843,4,1,35.79535,1,1,8,12,65031083
"42844",42844,2,1,45.40238,0,3,13,8,51284816
"42845",42845,1,1,27.67311,1,3,17,15,52269234
"42846",42846,2,1,31.1291,0,1,13,15,48166828
"42847",42847,2,0,43.53994,0,1,12,7,47862990
"42848",42848,1,0,42.01329,1,1,15,5,39035457
"42849",42849,2,0,33.12116,1,1,12,11,42431801
"42850",42850,2,0,20.15699,1,2,16,9,59959591
"42851",42851,2,1,49.13678,0,2,13,12,40214746
"42852",42852,1,1,32.1212,0,1,17,8,41148855
"42853",42853,3,1,56.02914,1,3,12,20,45816278
"42854",42854,2,0,43.59445,0,3,17,13,46990085
"42855",42855,1,1,53.06856,1,3,13,9,39121810
"42856",42856,2,1,38.83097,1,3,16,16,52366546
"42857",42857,4,1,44.75173,0,1,13,14,66677120
"42858",42858,1,1,36.43099,1,1,14,5,49993753
"42859",42859,3,1,19.74472,0,3,16,17,56797188
"42860",42860,2,1,19.44495,1,1,9,9,37804132
"42861",42861,3,0,58.08352,1,3,11,15,48231869
"42862",42862,2,1,40.43045,0,1,15,15,43628294
"42863",42863,1,0,32.94279,1,2,12,11,41095604
"42864",42864,3,1,28.08878,0,1,19,14,57331995
"42865",42865,4,1,50.29213,1,3,16,13,65671088
"42866",42866,4,0,57.77641,0,1,14,12,51537242
"42867",42867,1,1,28.24808,0,3,11,5,40184813
"42868",42868,2,1,45.86818,1,3,12,10,44190373
"42869",42869,2,0,46.57785,1,1,13,8,45047291
"42870",42870,1,0,51.9408,0,1,15,10,43166151
"42871",42871,2,0,51.88671,0,3,7,8,55504393
"42872",42872,2,1,21.30239,1,3,6,17,44184144
"42873",42873,1,0,33.39861,0,1,10,10,46138995
"42874",42874,2,1,46.12756,0,1,20,12,52478821
"42875",42875,2,0,23.03366,0,2,20,9,52725338
