"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"312",20445845,"Urban Fun House in Heart of Williamsburg Brooklyn!",32761103,"James","Brooklyn","Williamsburg",40.71394,-73.95669,"Entire home/apt",255,14,9,"2019-05-18",0.41,1,326
"313",26978574,"Private room with amazing Manhattan view rooftop",202979435,"Outpost","Brooklyn","Gowanus",40.68293,-73.98979,"Private room",95,30,1,"2018-07-28",0.09,2,311
"314",4745212,"Bright & Spacious  in Williamsburg",2665225,"Sila","Brooklyn","Williamsburg",40.71717,-73.95688,"Entire home/apt",150,3,1,"2016-01-03",0.02,1,0
"315",9393332,"Little house on 12th Street",46467513,"Patricia","Brooklyn","Gowanus",40.67017,-73.99029,"Private room",85,1,0,"",NA,1,0
"316",28785322,"Beautiful and Convenient Location in Lower NYC",140983856,"Nini","Manhattan","Financial District",40.71064,-74.00754,"Entire home/apt",185,15,11,"2019-05-29",1.23,2,331
"317",13515865,"Cozy room in Greenpoint, Brooklyn",1797635,"Daniel","Brooklyn","Greenpoint",40.727,-73.94249,"Private room",50,1,0,"",NA,1,0
"318",11128811,"Cozy Walk up apartment in a great neighborhood!",42779345,"Jodi","Queens","Long Island City",40.74523,-73.94906,"Private room",50,2,3,"2019-02-17",0.41,1,0
"319",582372,"Comfy New York City Launching Pad!!",733370,"Tim","Queens","Astoria",40.77115,-73.92275,"Private room",69,40,23,"2016-07-01",0.27,1,207
"320",18577989,"Air Mattress in a Private Room in Bed-Stuy",38236150,"Julio","Brooklyn","Bedford-Stuyvesant",40.69608,-73.9432,"Private room",45,1,4,"2017-05-29",0.15,1,0
"321",13564490,"Classic pre-war NYC apartment.",34911780,"Daniel","Manhattan","Inwood",40.86076,-73.92781,"Entire home/apt",100,4,41,"2019-07-02",1.11,2,100
"322",26108084,"Sunny Flat in NYC",11121151,"Christina","Manhattan","Upper West Side",40.7958,-73.97163,"Private room",69,2,0,"",NA,1,0
"323",22337421,"Cozy Sunny Private Room in Bed-Stuy Brooklyn",5891676,"Miao","Brooklyn","Bedford-Stuyvesant",40.69157,-73.95522,"Private room",65,2,40,"2018-08-31",2.2,1,0
"324",19349497,"Designer Exposed Brick East Village Walk Up",2601002,"Daniel","Manhattan","East Village",40.72746,-73.98781,"Entire home/apt",80,4,11,"2018-07-06",0.44,1,0
"325",25082325,"LES - Quiet, Comfy, and Large Private Bedroom",1262195,"Brittany","Manhattan","Lower East Side",40.71325,-73.98511,"Private room",100,1,32,"2019-07-04",2.51,1,0
"326",35167683,"Great Studio in Hells Kitchen Next to Times Square",158635893,"Alexey","Manhattan","Hell's Kitchen",40.76366,-73.9888,"Entire home/apt",209,1,4,"2019-06-23",3.43,1,177
"327",21645706,"Private room in a luxury building",34161028,"Agnese","Brooklyn","Vinegar Hill",40.69925,-73.98266,"Private room",100,3,2,"2018-01-02",0.11,3,96
"328",35687199,"Nice Suite in Astoria 20min to Manhattan",1172202,"Funda","Queens","Ditmars Steinway",40.77012,-73.90919,"Private room",80,1,0,"",NA,5,19
"329",2458811,"Gorgeous Private 1BR. 10m to MHTN.",4549281,"Ido","Queens","Astoria",40.75705,-73.91771,"Entire home/apt",83,14,0,"",NA,1,0
"330",26874462,"Peace and Happiness In Park Slope",1339545,"Nina & Keith","Brooklyn","Park Slope",40.6703,-73.98003,"Entire home/apt",150,3,28,"2019-06-21",2.58,2,57
"331",30232126,"3 BEDROOMS/2 BATHS ENTIRE APARTMENT 10 MINS to JFK",107915864,"Mina","Queens","Howard Beach",40.66682,-73.85161,"Entire home/apt",130,1,0,"",NA,4,285
"332",7646751,"Great Room in Williamsburg Brooklyn",40027302,"Kooky","Brooklyn","Williamsburg",40.72002,-73.96028,"Private room",70,3,90,"2019-06-30",1.89,1,323
"333",846549,"New York City Dream Apartment",4420306,"Luis Alejandro","Brooklyn","Bedford-Stuyvesant",40.68941,-73.95247,"Private room",60,2,2,"2015-08-02",0.04,1,0
"334",7973730,"Sunny Williamsburg apartment",5828974,"Farah","Brooklyn","Williamsburg",40.71147,-73.95312,"Entire home/apt",150,6,2,"2017-07-12",0.04,1,0
"335",20523843,"MARTIAL LOFT 3: REDEMPTION (upstairs, 2nd room)",15787004,"Martial Loft","Brooklyn","Bushwick",40.69467,-73.92433,"Private room",0,2,16,"2019-05-18",0.71,5,0
"336",12242301,"First rate 2 bed/2 bath apt. in Midtown West!",30283594,"Kara","Manhattan","Midtown",40.76686,-73.98198,"Entire home/apt",449,30,0,"",NA,121,345
"337",25085816,"Master bedroom in E Harlem with balcony&Doorman",77716287,"Marwa","Manhattan","East Harlem",40.80173,-73.94035,"Private room",65,2,11,"2019-05-09",0.83,1,365
"338",16015571,"Bright and Spacious Living Room.",39261381,"Nathaniel","Brooklyn","Flatlands",40.62531,-73.93414,"Shared room",22,1,20,"2019-07-03",1.28,2,160
"339",28613174,"6MinTrainLivingRoomMaimonidesLutheranIndustryCity",215884830,"Magdalena","Brooklyn","Sunset Park",40.65167,-74.00624,"Private room",50,1,22,"2019-06-21",2.28,4,169
"340",28734774,"Spacious private room in the heart of Bed-Stuy",6520550,"Ina","Brooklyn","Bedford-Stuyvesant",40.68506,-73.93841,"Private room",59,2,8,"2019-06-26",0.84,1,45
"341",35042440,"NYC 25 min from Staten IS Ferry Cozy 1br house",218955580,"Yuriy","Staten Island","Mariners Harbor",40.6357,-74.15478,"Entire home/apt",80,1,4,"2019-07-07",4,1,140
"342",11037023,"BR in amazing Apt - 10min Manhattan",31651673,"Mathieu","Brooklyn","Williamsburg",40.70818,-73.94952,"Private room",90,1,17,"2018-01-02",0.44,3,0
"343",4358291,"Stunning Brooklyn Brownstone",22622958,"Wayne","Brooklyn","Park Slope",40.67761,-73.97667,"Entire home/apt",985,2,20,"2019-07-05",1.6,2,19
"344",33523616,"Nightly or long sublet. (12x12 room in 2BR)",21210898,"Fagan","Brooklyn","Bushwick",40.70723,-73.92066,"Private room",120,2,0,"",NA,2,0
"345",14522175,"Bohemian Home in Trendy LES! #10250",25760832,"Alexandra","Manhattan","Lower East Side",40.71947,-73.98581,"Entire home/apt",200,2,22,"2019-01-05",0.64,1,4
"346",25355219,"Spacious Apt minutes from Manhattan",59377513,"Shannon","Brooklyn","Prospect-Lefferts Gardens",40.66116,-73.94781,"Private room",85,5,3,"2018-09-02",0.27,1,32
"347",29585263,"Brooklyn Bedroom - Warm & Cozy Near Subway (2)",217642569,"Jci","Brooklyn","Bedford-Stuyvesant",40.68562,-73.94921,"Private room",150,2,5,"2019-03-20",0.7,3,37
"348",1470069,"Sunny Apartment in Clinton Hill",4130492,"Keiko & Ilya","Brooklyn","Bedford-Stuyvesant",40.69077,-73.95745,"Entire home/apt",120,4,26,"2019-07-05",0.53,1,10
"349",25031793,"East Village Penthouse",1273920,"Tashi","Manhattan","East Village",40.72606,-73.97913,"Entire home/apt",175,3,2,"2018-10-07",0.15,1,0
"350",30168118,"Comfy private BR for a couple! Near train & mall",137358866,"Kazuya","Queens","Woodside",40.74041,-73.89029,"Private room",49,30,3,"2019-05-31",0.5,103,195
"351",23484236,"AC Room W/ Bathroom close to Northwell and JFK!",3552711,"Louann","Queens","Queens Village",40.72528,-73.74738,"Private room",75,2,85,"2019-06-09",5.56,2,349
"352",5695509,"Private room in great apt bwick",15897880,"Sander","Queens","Ridgewood",40.70066,-73.90964,"Private room",50,1,0,"",NA,1,0
"353",8881955,"Big ass room in Brooklyn",46476909,"Eric","Brooklyn","Crown Heights",40.67052,-73.95621,"Private room",60,2,1,"2015-10-21",0.02,1,0
"354",35378679,"Bright, Spacious, Royal Luxury Escape",266333619,"Yvonne","Manhattan","Washington Heights",40.85609,-73.93166,"Entire home/apt",160,1,3,"2019-06-25",3,1,75
"355",24834309,"Large 2BR apartment in Astoria near Midtown + LGA",6194487,"Rocio & James","Queens","Astoria",40.76207,-73.90541,"Entire home/apt",149,2,47,"2019-06-25",3.46,3,308
"356",13956326,"2 Bedroom Duplex with large backyard",18113574,"William","Brooklyn","Williamsburg",40.7121,-73.93705,"Entire home/apt",200,4,1,"2016-08-07",0.03,1,0
"357",26828964,"NYC Private room with everything included !!",201757076,"Soledad","Queens","Briarwood",40.71214,-73.81661,"Entire home/apt",93,3,0,"",NA,3,15
"358",10157256,"Gramercy Park restful, cozy, sun-filled home",28722501,"Javier","Manhattan","Gramercy",40.73618,-73.9833,"Entire home/apt",250,2,47,"2019-07-06",2.15,1,89
"359",4403928,"Modern Apt Close to Manhattan",2558779,"Marina","Queens","Ridgewood",40.70216,-73.90716,"Private room",56,3,45,"2019-06-15",0.88,2,304
"360",30427521,"Cozy, bright Bohemian pad in NYC's Epic Village",214979297,"Fryske","Manhattan","Greenwich Village",40.72792,-73.99877,"Entire home/apt",110,5,3,"2019-06-04",0.41,1,4
"361",22101044,"Luxury 2 Bedroom - Nicest renovations and quality",61391963,"Corporate Housing","Manhattan","Murray Hill",40.74975,-73.97699,"Entire home/apt",185,30,0,"",NA,91,0
"362",35583012,"Private Bedroom Shared Kitchen and Bath #2",28891151,"Kimesha","Brooklyn","East New York",40.67054,-73.89002,"Private room",79,2,1,"2019-06-30",1,4,90
"363",14027065,"Clean and comfortable stay",23502477,"Yvonne Yuan","Manhattan","Midtown",40.75273,-73.96904,"Private room",90,5,0,"",NA,1,0
"364",22618396,"Spacious Brooklyn Bedroom with Natural Light",107978473,"Trishia","Brooklyn","Greenpoint",40.73375,-73.9557,"Private room",60,2,3,"2018-06-19",0.23,1,0
"365",15156627,"Best part of Brooklyn! Large room in Bushwick.",39575635,"Julian","Brooklyn","Bushwick",40.70342,-73.92829,"Private room",70,1,15,"2017-01-02",0.45,1,0
"366",10732197,"Live on an island in NYC!",22774265,"Pika","Manhattan","Roosevelt Island",40.76189,-73.94934,"Private room",64,3,51,"2019-06-30",1.28,1,40
"367",22099266,"Aquamarine Bedroom",119669058,"Melissa","Brooklyn","Bedford-Stuyvesant",40.69459,-73.95551,"Private room",65,2,22,"2019-06-20",1.64,34,289
"368",22656623,"Cozy 1 Bedroom in South Williamsburg",4993038,"Tiffany","Brooklyn","Williamsburg",40.71082,-73.96128,"Entire home/apt",300,1,1,"2018-01-20",0.06,1,0
"369",30442257,"Luxury Building 15 mins from LES
Manhattan",40204585,"Olivia","Brooklyn","Bushwick",40.70026,-73.93582,"Entire home/apt",180,1,3,"2019-04-09",0.47,1,0
"370",7661020,"Marvelous Manhattan Apartment! DEAL",40204929,"Gian Maria","Manhattan","Washington Heights",40.83436,-73.94735,"Entire home/apt",99,5,5,"2018-06-20",0.11,1,0
"371",32670715,"Family Friendly 2 Bedroom Apartment with Parking.",105956343,"Ali","Brooklyn","Sheepshead Bay",40.58594,-73.93182,"Entire home/apt",125,2,13,"2019-06-30",3.98,1,0
"372",22076961,"Cozy apartment near Central Park",23254491,"Klara","Manhattan","East Harlem",40.7901,-73.95053,"Entire home/apt",132,1,109,"2019-06-23",5.67,2,12
"373",13298526,"AC room in a Huge Lux Greenpoint Loft",49742862,"Angela","Brooklyn","Greenpoint",40.73052,-73.95876,"Private room",80,2,2,"2019-01-01",0.05,2,0
"374",28438004,"Large Harlem 3 bed 2 bath",214683117,"Glenis","Manhattan","Harlem",40.81249,-73.94957,"Entire home/apt",325,2,2,"2019-01-01",0.2,1,0
"375",1914590,"Nice clean large Bedroom in Astoria",6194487,"Rocio & James","Queens","Astoria",40.76425,-73.90489,"Private room",79,1,108,"2019-05-30",2.68,3,313
"376",10069720,"Clean Modern Apartment",1522922,"Timothy","Brooklyn","Crown Heights",40.67617,-73.95536,"Entire home/apt",200,2,0,"",NA,1,0
"377",12522024,"GREAT STUDIO IN HEART OF EAST VILLAGE!",10665495,"Tom","Manhattan","East Village",40.72626,-73.9894,"Entire home/apt",199,4,3,"2017-05-29",0.08,1,0
"378",7491626,"Balcony Oasis & Open View - 20 min to Manhattan",30662827,"Nicole","Queens","Astoria",40.767,-73.93051,"Entire home/apt",95,4,1,"2016-07-08",0.03,1,0
"379",12001854,"Luxury 1-Bedroom Midtown West NYC Apartment",30283594,"Kara","Manhattan","Midtown",40.76573,-73.98295,"Entire home/apt",239,30,1,"2017-11-22",0.05,121,352
"380",34470954,"Chelsea Pines Inn - Superior Queen",255234351,"Ejaz","Manhattan","Chelsea",40.74006,-74.00248,"Private room",159,1,0,"",NA,4,362
"381",16145871,"#1 Rated 3br Park Slope Apt (1700sqf+Renovated!)",30826993,"Travis & Melissa","Brooklyn","Park Slope",40.6734,-73.98235,"Entire home/apt",250,3,54,"2019-06-14",1.72,1,0
"382",27875973,"South Williamsburg Loft",4359156,"Alexandra","Brooklyn","Williamsburg",40.70856,-73.96632,"Private room",90,2,2,"2019-07-03",2,1,10
"383",19096160,"Room in Spacious Prospect Park South Apartment",10697117,"Joey","Brooklyn","Flatbush",40.64844,-73.96214,"Private room",45,5,2,"2018-06-30",0.08,1,0
"384",24575257,"Private, big, clean cozy room, in TIMES SQUARE",146182000,"Shir","Manhattan","Theater District",40.75885,-73.98147,"Private room",120,3,25,"2018-11-03",1.72,1,0
"385",32802904,"COZY COLORFUL CITY PAD BY ALL TRANSPORTATION LINES",207000645,"Tk","Manhattan","East Village",40.724,-73.98933,"Entire home/apt",190,1,1,"2019-05-22",0.63,1,365
"386",28391618,"Maspeth Queens Apartment",80478684,"Joe","Queens","Maspeth",40.72664,-73.89294,"Entire home/apt",150,2,19,"2019-07-01",2.91,2,309
"387",20190740,"Cozy Family Condo Bed Stuy (with amenities!)",5083652,"Asher","Brooklyn","Bedford-Stuyvesant",40.68956,-73.93853,"Entire home/apt",150,2,6,"2019-01-20",0.26,1,4
"388",8193608,"Top location Heart of Manhattan!",10473601,"Fabiana","Manhattan","Upper East Side",40.7734,-73.95832,"Entire home/apt",150,5,11,"2016-06-09",0.24,1,0
"389",6559615,"Brooklyn Zen Gem Spacious Bedroom",31675601,"Sophie","Brooklyn","Bay Ridge",40.62487,-74.02949,"Private room",70,30,54,"2019-06-30",1.17,4,288
"390",28311763,"Spacious, Bright, and Convienent in East Harlem",34607882,"Dawn","Manhattan","East Harlem",40.7984,-73.9427,"Entire home/apt",115,14,1,"2018-10-25",0.12,1,0
"391",33279216,"Private Terrace + Outdoor Cold Water Soaking Tub | Midtown Manhattan",239660813,"Yotel","Manhattan","Hell's Kitchen",40.75893,-73.99485,"Private room",297,1,0,"",NA,10,311
"392",18583921,"Spacious Private Bedroom in Hip Bushwick",5721788,"Maria","Brooklyn","Bushwick",40.69604,-73.92278,"Private room",65,25,6,"2017-09-14",0.24,1,0
"393",29078405,"MODERN 2BD WITH ROOFTOP, DOWNTOWN MANHATTAN",44129118,"Anthony","Manhattan","Financial District",40.7105,-74.00845,"Entire home/apt",249,20,0,"",NA,2,0
"394",16406680,"Wyndham 2 double beds hotel room",60617669,"Rich","Manhattan","Midtown",40.75222,-73.97276,"Entire home/apt",299,2,0,"",NA,4,0
"395",1091582,"Two Comfy Rooms in Park Slope",2768182,"Devi","Brooklyn","South Slope",40.66326,-73.98805,"Private room",89,1,49,"2019-06-24",0.66,4,24
"396",31054058,"Modern & cozy bedroom in Manhattan",28142165,"Souha","Manhattan","Harlem",40.82331,-73.95454,"Private room",89,2,6,"2019-05-22",0.95,2,170
"397",9614969,"Cozy Room in East Harlem",49673620,"Vanessa","Manhattan","East Harlem",40.79651,-73.93184,"Private room",60,3,10,"2019-01-02",0.23,1,0
"398",29831510,"Private Room 2 - Next to Central Park / CU",17822256,"Anna & Frank","Manhattan","Harlem",40.80076,-73.95742,"Private room",95,2,32,"2019-06-22",4,4,163
"399",848174,"1BR East Village Apt - Entire Apt.",1468667,"Darragh","Manhattan","East Village",40.73031,-73.98426,"Entire home/apt",190,1,0,"",NA,1,0
"400",35651376,"Bright & Peaceful Loft in Park Slope/Greenwood",15200548,"Maria Fernanda","Brooklyn","Sunset Park",40.66008,-73.99684,"Entire home/apt",180,4,0,"",NA,1,12
"401",23088947,"Ideal Williamsburg #3 - Lorimer L train!",46660053,"Ploy","Brooklyn","Williamsburg",40.71371,-73.95189,"Private room",40,4,5,"2019-05-28",0.38,3,61
"402",4407787,"Clean Charming, Walk-In Closet + Garden",22880393,"Sara","Manhattan","Lower East Side",40.71287,-73.98685,"Private room",109,3,83,"2019-06-02",1.57,2,355
"403",13685807,"Steps to Times Square, Radio City, West 50's",20446747,"Josh","Manhattan","Hell's Kitchen",40.76638,-73.99013,"Entire home/apt",176,4,105,"2019-07-01",2.99,1,143
"404",21138939,"Urban Oasis in Heart of Brooklyn",56113781,"Gerard","Brooklyn","Bushwick",40.68765,-73.90821,"Private room",75,1,11,"2019-01-03",0.52,1,0
"405",34933891,"Beautiful Brooklyn Vintage Townhouse Apartment",35514248,"Jessica","Brooklyn","Bedford-Stuyvesant",40.68327,-73.91797,"Entire home/apt",120,1,8,"2019-07-08",6.86,1,272
"406",15985264,"Quiet Furnished Room in Greenpoint/Williamsburg",103862923,"Jane","Brooklyn","Greenpoint",40.72482,-73.9525,"Private room",37,3,4,"2018-01-01",0.13,1,0
"407",8518051,"Cozy Living Environment",44850669,"Taft","Bronx","Clason Point",40.81773,-73.86164,"Entire home/apt",100,2,58,"2019-07-03",1.26,1,324
"408",34896039,"Gorgeous apartment by Columbus square",105634248,"Joe","Manhattan","Upper West Side",40.79355,-73.96752,"Entire home/apt",200,31,0,"",NA,3,333
"409",3040585,"Awesome Studio East 58&3rd avenue! ",1475015,"Mike","Manhattan","Midtown",40.76132,-73.96612,"Entire home/apt",115,30,0,"",NA,52,342
"410",23290041,"Live Like a Local in East Williamsburg Studio Apt",32226468,"Melissa","Brooklyn","Williamsburg",40.70529,-73.93883,"Entire home/apt",37,4,2,"2018-04-25",0.13,1,0
"411",1245977,"Charming Prewar on Prospect Park!",6789857,"Dayna","Brooklyn","Prospect Heights",40.67321,-73.96574,"Entire home/apt",99,5,12,"2017-06-29",0.25,1,0
"412",16603730,"Luxury High-Floor Oversized Studio w/ Park View",4494498,"Micah","Manhattan","Harlem",40.80371,-73.94377,"Entire home/apt",225,3,0,"",NA,1,0
"413",33797672,"Island Dream",35224817,"Nikki","Manhattan","Upper East Side",40.7613,-73.96152,"Entire home/apt",220,1,0,"",NA,1,32
"414",28750104,"Awesome 1BR in 2 room located in heart of Bushwick",109004750,"JayJay","Brooklyn","Bushwick",40.69582,-73.9095,"Private room",40,1,0,"",NA,1,364
"415",13694129,"Manhattan-very close to everywhere
muy cercadetodo",71886811,"W. Alvaro","Manhattan","Morningside Heights",40.81596,-73.95999,"Private room",86,6,34,"2019-03-27",0.93,3,90
"416",30105773,"Entire 1br. Kitchen and sleeping quarters.",4361061,"Abrm","Queens","Astoria",40.77298,-73.92461,"Entire home/apt",70,1,1,"2019-01-01",0.16,2,2
"417",25831152,"Spacious room to rest in NYC",52525653,"Mike","Manhattan","Harlem",40.80549,-73.95129,"Private room",83,1,3,"2018-09-25",0.28,2,0
"418",13558555,"East 74th street, Cozy UES Studio Svcd Apartment",22541573,"Ken","Manhattan","Upper East Side",40.7706,-73.95725,"Entire home/apt",149,30,2,"2018-08-18",0.08,87,339
"419",3674757,"Cozy Vintage Artist Flat(Williamsburg/Bushwick)",2702080,"Drew & Kristen","Brooklyn","Bedford-Stuyvesant",40.6916,-73.94714,"Private room",77,2,145,"2019-06-02",2.42,1,365
"420",4518242,"Zen MiniPalace Astoria",23424461,"Alex","Queens","Astoria",40.76369,-73.91601,"Entire home/apt",80,1,3,"2016-01-02",0.05,1,0
"421",23385746,"Private Clean, Spacious Room in West Harlem!",7718759,"Kelly","Manhattan","Harlem",40.82781,-73.94405,"Private room",39,1,26,"2019-07-04",1.62,2,10
"422",2519879,"Cozy private room in L.E.S -",10149453,"Girish","Manhattan","Lower East Side",40.71934,-73.98196,"Private room",110,3,0,"",NA,1,0
"423",30556230,"THE BEST LOCATION TO EXPERIENCE NYC!  B/3",229147376,"Melly","Brooklyn","Bedford-Stuyvesant",40.68736,-73.95777,"Private room",59,15,5,"2019-05-18",0.94,11,343
"424",14712466,"Comfortable place for short term stay.",42764722,"Samuel","Brooklyn","East Flatbush",40.65446,-73.92613,"Shared room",99,100,1,"2016-10-10",0.03,1,0
"425",11920660,"Brightly Skylit 3 Bedroom Soho Loft",62316222,"C E","Manhattan","SoHo",40.72064,-73.99957,"Entire home/apt",595,5,51,"2019-06-06",1.29,1,347
"426",36002857,"Soho Comfort",91111113,"Javier","Manhattan","SoHo",40.72236,-74.00255,"Entire home/apt",125,3,1,"2019-07-03",1,1,77
"427",11503509,"Riverside park and Columbia Univ",60596749,"Neil","Manhattan","Morningside Heights",40.80752,-73.96713,"Entire home/apt",375,7,5,"2016-09-06",0.14,1,0
"428",30728885,"Private room",9412549,"Michael","Manhattan","Financial District",40.70822,-74.00885,"Private room",180,1,1,"2019-01-18",0.17,1,0
"429",27203347,"New Great Place, 20min to Downtown Manhattan",204852306,"Dee","Brooklyn","Bedford-Stuyvesant",40.67786,-73.93254,"Entire home/apt",500,1,1,"2018-11-19",0.13,14,53
"430",23861367,"Love Nest, Just for 2",21721684,"S.","Brooklyn","Bushwick",40.68469,-73.90761,"Entire home/apt",69,3,64,"2019-06-23",4.06,2,219
"431",44161,"Light+Open+Airy+Rustic+Modern Loft",193360,"Young","Brooklyn","Williamsburg",40.71045,-73.9677,"Entire home/apt",150,2,193,"2016-07-06",1.78,1,177
"432",13633400,"2 Bedroom Modern Condo",4372467,"Lana","Brooklyn","Boerum Hill",40.68882,-73.98911,"Entire home/apt",170,5,2,"2016-12-25",0.06,1,0
"433",31399985,"Modern bedroom with queen size bed",234111066,"Isidora","Manhattan","Lower East Side",40.72166,-73.98842,"Private room",125,5,0,"",NA,2,0
"434",22479926,"Artistic home, cozy queen bed",4070519,"Lizette","Brooklyn","Williamsburg",40.71239,-73.95098,"Private room",80,2,20,"2019-05-08",1.14,1,0
"435",9922753,"Private room in Park Slope",51009239,"Lilly","Brooklyn","South Slope",40.66249,-73.97921,"Private room",45,1,1,"2016-01-05",0.02,1,0
"436",25025092,"Scandinavian ""hygge"" in Bed Stuy Brooklyn",127560,"Anita","Brooklyn","Bedford-Stuyvesant",40.68429,-73.92952,"Entire home/apt",100,4,33,"2019-06-25",2.55,1,23
"437",8403327,"Sunny Apt in Williamsburg Brooklyn",15928518,"Karen","Brooklyn","Williamsburg",40.7127,-73.94048,"Entire home/apt",110,3,10,"2019-01-01",0.22,1,0
"438",9546039,"Found a tree I like so built a nest",49435973,"Jason","Brooklyn","Williamsburg",40.70665,-73.93529,"Entire home/apt",218,3,102,"2019-06-11",2.46,1,171
"439",767983,"Gorgeous Williamsburg Apt + balcony",4048448,"Miki & Yacine","Brooklyn","Williamsburg",40.71435,-73.95073,"Entire home/apt",200,3,4,"2015-12-31",0.05,1,0
"440",30130328,"Charming Apartment in Wonderful Nolita",226381548,"Joe","Manhattan","Nolita",40.72249,-73.99406,"Entire home/apt",160,3,14,"2019-05-19",1.98,1,0
"441",10499025,"Light-filled Greenpoint 2 bedroom apartment",5829904,"Erin","Brooklyn","Greenpoint",40.72709,-73.95326,"Entire home/apt",70,3,2,"2018-04-12",0.11,1,0
"442",6292309,"Cozy studio apartment",931790,"Rebekah & Jason","Brooklyn","Kensington",40.63822,-73.97123,"Entire home/apt",75,1,0,"",NA,1,0
"443",26807942,"Room in East Village",10603974,"Daniel","Manhattan","East Village",40.7272,-73.98186,"Private room",56,9,4,"2019-05-13",0.65,1,0
"444",6718383,"Home 4 Medical Professionals-Kngbr1",26377263,"Stat","Brooklyn","East Flatbush",40.66058,-73.93383,"Private room",43,30,1,"2015-11-28",0.02,43,347
"445",36224668,"Private BR in Two-Floor Hip Bushwick Apartment",204048342,"Alixandra","Brooklyn","Bushwick",40.70428,-73.92439,"Private room",70,1,0,"",NA,1,1
"446",9533058,"Spacious Apartment Steps From Park",24120376,"Warren","Brooklyn","Greenpoint",40.72484,-73.94307,"Entire home/apt",130,4,1,"2017-04-10",0.04,1,0
"447",21485026,"Beautiful Room in Bushwick, Bk. (Hablo Español)",134419840,"Damary","Brooklyn","Bushwick",40.69242,-73.90441,"Private room",60,30,5,"2019-06-06",0.24,1,141
"448",7547750,"ENTIRE, SUNNY APT IN HEART OF LIC",9970061,"Nicole","Queens","Long Island City",40.7432,-73.95565,"Entire home/apt",139,2,6,"2016-01-03",0.13,1,0
"449",19714056,"Bright, spacious bedroom in comfy Brooklyn home",3013202,"Chelsea","Brooklyn","Bushwick",40.69997,-73.91666,"Private room",70,4,1,"2017-08-21",0.04,1,55
"450",20261316,"Sunny two bedroom-two bath in doorman building UWS",42435903,"Anuja","Manhattan","Upper West Side",40.79093,-73.97528,"Entire home/apt",270,7,0,"",NA,1,0
"451",12989612,"Priv Rm w. Big Loft  Living Room across from FIT",6502531,"Andrea","Manhattan","Chelsea",40.74711,-73.99281,"Private room",100,1,2,"2018-07-13",0.05,2,65
"452",25205158,"Private Room in St George near Manhattan",150572903,"Dimitri","Staten Island","St. George",40.6408,-74.08097,"Private room",75,3,4,"2019-05-06",0.3,2,128
"453",7028199,"NO FEE RENTAL *Lease Takeover Modern Apt Downtown",4051711,"Monica","Manhattan","Financial District",40.70809,-74.0017,"Entire home/apt",210,1,0,"",NA,1,0
"454",2374228,"Amazing Two Bedroom Apartment",12129877,"Andre","Brooklyn","Crown Heights",40.6738,-73.93985,"Entire home/apt",120,2,193,"2019-07-01",2.97,2,292
"455",19710742,"Sunny Room w/ Private Bath in Williamsburg!",2361069,"Philip","Brooklyn","Williamsburg",40.71553,-73.96332,"Private room",90,3,74,"2019-06-23",3.29,1,79
"456",24022943,"Large Opulent Studio Apartment Near Prospect Park",20805,"Bridget","Brooklyn","Crown Heights",40.66996,-73.956,"Entire home/apt",90,4,0,"",NA,1,0
"457",3875294,"Beautiful Brooklyn Bedroom!",20022909,"Jessica","Brooklyn","Crown Heights",40.6749,-73.95166,"Private room",50,1,5,"2016-09-25",0.09,1,0
"458",22584603,"Private room with Amazing views of Manhattan.",4719170,"Amber","Brooklyn","Greenpoint",40.73477,-73.95541,"Private room",45,2,6,"2019-03-04",0.33,1,0
"459",29851718,"Serviced townhouse with backyard & terrace in NYC",117932348,"Deborah","Manhattan","Gramercy",40.73492,-73.98079,"Entire home/apt",650,30,0,"",NA,2,88
"460",1436810,"W80's Renovated with Chef's Kitchen",3038687,"Karen","Manhattan","Upper West Side",40.78622,-73.97586,"Entire home/apt",99,30,23,"2019-04-20",0.32,8,89
"461",30209958,"Lovely exposed brick room to rent in Williamsburg",27716292,"Ianthe","Brooklyn","Williamsburg",40.71225,-73.94961,"Private room",50,2,2,"2019-07-01",0.92,1,0
"462",35616144,"NYC Apt. By the Beach",11378117,"Sonya","Brooklyn","Coney Island",40.57534,-73.98664,"Entire home/apt",70,21,0,"",NA,1,195
"463",33744142,"6 Guests! Close to JFK-Manhattan(30 min ""A"" train)",67746251,"Gasminee","Queens","Ozone Park",40.68268,-73.84977,"Entire home/apt",149,1,0,"",NA,4,113
"464",13623256,"Stunning Large Family Home",21894419,"Alba","Manhattan","Financial District",40.70994,-74.00706,"Entire home/apt",408,2,3,"2019-06-23",0.85,2,106
"465",17900681,"Sunny & Spacious Room Facing Central Park",8748472,"Christina","Manhattan","Upper West Side",40.79806,-73.96085,"Private room",100,2,5,"2017-05-01",0.18,1,0
"466",13999916,"Amazing Private room in LIC minutes to Manhattan",25537819,"Joelle","Queens","Long Island City",40.74612,-73.94247,"Private room",88,1,11,"2016-08-25",0.3,2,0
"467",15359119,"Spacious, Sunny,  1 Bdrm Apt w/ King Bed",17796102,"Gabriella","Manhattan","Inwood",40.86107,-73.92959,"Entire home/apt",90,26,4,"2019-06-27",0.35,1,58
