"","drivers","age","gender","income","work_hours","distance","bonus","satisfaction","leaving"
"1204",1,29,0,399173,11,79,11579,3,4
"1205",1,30,1,455980,9,89,46290,3,4
"1206",0,29,1,259899,8,50,48545,3,4
"1207",0,31,1,299823,8,73,10000,3,3
"1208",0,28,1,315977,8,78,21678,2,1
"1209",0,29,1,261719,7,49,13016,4,4
"1210",1,30,0,325737,8,75,10000,5,4
"1211",1,28,0,400009,9,67,28971,5,3
"1212",0,31,1,334101,9,49,24538,3,4
"1213",0,32,1,256968,7,68,27311,4,5
"1214",0,30,1,353250,9,67,40069,3,2
"1215",0,29,1,233597,10,85,47791,3,3
"1216",1,27,1,378615,10,51,16003,2,3
"1217",0,30,1,290959,8,91,44275,4,2
"1218",0,27,1,230401,7,70,10000,4,3
"1219",1,31,0,367149,10,122,10000,3,5
"1220",0,31,1,305103,8,45,10000,3,3
"1221",1,31,1,315565,9,118,10000,2,1
"1222",0,30,1,252097,8,78,12893,2,3
"1223",0,30,1,296971,8,73,38583,5,5
"1224",0,30,1,308936,7,135,95400,2,5
"1225",1,31,1,413832,12,99,27236,5,3
"1226",1,30,1,326728,12,49,21934,4,4
"1227",1,31,1,405099,9,72,17417,1,3
"1228",1,31,0,243503,11,72,10088,1,3
"1229",0,28,1,281218,7,116,63435,3,1
"1230",1,28,0,276289,10,78,34663,5,5
"1231",0,30,1,256719,8,42,52152,4,4
"1232",1,31,1,430555,10,56,12663,4,5
"1233",1,32,1,278671,7,106,11217,3,4
"1234",1,29,1,370328,10,48,42691,4,3
"1235",0,30,1,218431,7,71,23011,3,3
"1236",1,30,0,458092,11,92,32624,3,4
"1237",1,30,1,369135,11,101,15788,3,3
"1238",0,34,1,193313,9,44,29607,5,5
"1239",1,29,1,313211,8,86,13119,2,3
"1240",0,32,1,241247,8,108,18077,5,1
"1241",0,28,1,350034,8,78,40732,3,3
"1242",1,31,1,299035,10,108,29231,4,4
"1243",1,33,1,410567,9,81,31386,4,5
"1244",0,31,1,267014,8,85,10000,4,5
"1245",0,28,1,342780,9,53,61447,3,3
"1246",0,28,1,294437,7,62,10000,3,5
"1247",0,28,1,335620,9,120,75262,3,5
"1248",0,31,1,299601,7,63,30674,4,5
"1249",0,29,1,315793,8,75,71778,1,2
"1250",0,28,1,315962,11,58,50924,3,4
"1251",0,28,1,336782,9,72,63396,3,3
"1252",0,31,0,284239,7,105,35134,2,1
"1253",1,28,1,322388,9,82,26389,4,5
"1254",0,31,0,308651,8,25,10000,3,4
"1255",1,32,1,332189,10,85,21634,2,3
"1256",0,28,1,194671,8,77,36042,5,5
"1257",1,33,1,273802,10,65,10000,3,4
"1258",1,30,1,323655,9,63,10000,3,4
"1259",1,31,1,333109,10,84,27396,2,1
"1260",0,30,1,317492,7,69,38148,3,5
"1261",0,32,1,251143,9,55,10000,3,5
"1262",0,30,1,204261,9,51,45814,3,4
"1263",0,30,1,327858,9,92,10000,4,4
"1264",0,28,1,274320,9,106,63884,3,4
"1265",0,30,1,262422,9,49,16658,4,3
"1266",0,31,1,293450,9,43,56667,5,3
"1267",0,32,1,285633,8,65,33765,3,3
"1268",1,31,1,248780,8,62,20190,2,4
"1269",0,28,1,264218,9,74,23838,2,2
"1270",0,32,0,302404,9,88,50136,4,4
"1271",1,31,1,229991,12,85,20840,2,2
"1272",0,29,1,333730,9,91,12570,5,4
"1273",1,31,1,368961,10,50,16875,2,3
"1274",1,29,1,265401,7,92,17136,2,2
"1275",0,29,1,237361,6,87,59742,3,4
"1276",0,32,0,332595,10,56,10000,2,2
"1277",1,30,0,374565,8,95,22594,2,4
"1278",0,30,0,356568,7,68,59416,4,4
"1279",1,33,1,317236,10,87,10000,3,3
"1280",1,28,1,275673,8,110,10000,1,3
"1281",1,23,1,314250,12,95,10000,3,1
"1282",0,31,1,233613,9,48,52866,2,2
"1283",0,28,1,213817,8,84,44603,3,4
"1284",0,29,0,336218,8,83,72371,4,4
"1285",0,31,1,280059,8,91,20409,4,4
"1286",1,27,1,355715,11,92,12552,3,5
"1287",0,27,0,262166,7,112,59149,5,5
"1288",0,29,1,279137,9,96,26896,2,3
"1289",1,29,1,348196,9,81,10000,4,3
"1290",1,28,1,417022,9,64,22420,5,4
"1291",1,32,1,302953,11,71,11949,3,4
"1292",1,29,0,377763,11,92,18311,1,3
"1293",0,30,1,266832,9,80,21873,3,4
"1294",1,29,1,447676,9,108,20682,2,1
"1295",1,31,0,365103,6,83,33369,3,4
"1296",0,28,1,313960,7,78,19556,3,4
"1297",0,29,1,285864,8,70,10000,3,4
"1298",1,26,1,380935,11,84,22691,3,4
"1299",0,33,1,262024,11,95,26647,4,4
"1300",1,29,1,396520,10,75,18020,1,3
"1301",0,32,1,210364,9,98,41696,4,4
"1302",0,29,1,329026,9,80,11359,2,3
"1303",0,30,1,306708,7,10,35538,5,3
"1304",0,31,1,299505,9,94,70622,3,4
"1305",1,29,1,351581,11,76,34591,4,3
"1306",1,30,1,359231,9,98,12984,2,2
"1307",0,31,1,306270,8,115,27032,3,5
"1308",1,33,1,296331,12,60,10000,5,3
"1309",0,28,1,288492,8,104,21998,3,4
"1310",0,31,0,349893,7,76,56611,3,5
"1311",0,29,1,284862,10,100,10000,4,4
"1312",0,32,1,307340,7,97,10000,4,4
"1313",1,30,1,429418,12,114,19407,3,5
"1314",0,30,0,240428,7,88,65215,4,3
"1315",1,30,1,298490,11,100,24593,4,4
"1316",1,29,1,352517,10,92,22573,1,3
"1317",0,31,1,280863,8,93,29587,3,3
"1318",0,29,1,266742,9,91,24754,5,3
"1319",0,32,1,186264,12,80,10000,3,5
"1320",0,29,1,268883,9,76,11537,4,3
"1321",0,30,1,277583,8,113,43238,4,4
"1322",1,31,1,233536,12,54,11042,2,1
"1323",0,32,0,397223,6,104,10000,4,4
"1324",0,28,1,199397,6,89,10000,2,4
"1325",1,33,1,382441,11,83,18921,5,4
"1326",0,32,0,237310,8,81,57929,2,2
"1327",1,34,0,211088,9,123,15083,2,3
"1328",1,31,1,361665,11,94,27160,4,5
"1329",1,27,1,298685,9,92,11922,3,4
"1330",0,27,0,217483,9,100,35929,4,3
"1331",0,36,0,257793,8,124,25734,4,4
"1332",1,32,1,378707,8,116,21423,1,2
"1333",0,26,1,308501,8,79,48262,3,5
"1334",0,31,1,237894,8,96,32100,2,2
"1335",1,30,1,250943,10,58,18049,3,4
"1336",0,31,0,273786,9,126,33635,3,4
"1337",0,30,1,284389,8,74,10000,3,4
"1338",1,32,1,329169,8,72,21365,3,5
"1339",0,34,0,254094,6,91,10000,5,3
"1340",0,30,1,273552,7,104,10000,3,4
"1341",0,29,1,334302,7,81,30858,3,4
"1342",1,33,0,394310,11,80,11239,4,4
"1343",1,29,1,357669,9,96,41510,5,5
"1344",0,32,1,310443,9,82,51088,4,4
"1345",0,29,1,236595,6,128,46846,4,5
"1346",1,29,1,326104,11,56,27945,3,3
"1347",0,29,0,316689,9,44,10000,4,1
"1348",0,31,0,306929,8,74,10000,5,3
"1349",0,30,1,271390,9,85,10000,4,3
"1350",0,31,1,223067,7,110,40492,4,5
"1351",1,27,1,466898,9,128,16578,2,3
"1352",0,27,1,310451,9,74,10000,5,5
"1353",0,30,1,287063,9,63,13299,4,3
"1354",0,29,1,271830,9,54,43670,3,4
"1355",1,32,1,370869,10,91,10008,5,5
"1356",0,29,1,220454,9,85,10000,4,3
"1357",0,27,1,245701,7,118,37729,3,5
"1358",1,32,1,353172,13,83,28450,1,1
"1359",0,30,0,341348,7,61,11384,4,4
"1360",1,28,1,367098,12,60,24185,2,2
"1361",1,28,0,335383,11,89,20793,4,4
"1362",0,33,1,282422,8,115,10000,3,1
"1363",0,31,1,309200,9,110,15398,3,4
"1364",1,25,1,400112,10,110,23814,4,3
"1365",1,29,1,356945,9,81,23314,2,2
"1366",0,30,0,322527,10,85,10000,4,4
"1367",0,28,1,307374,9,87,37386,2,3
"1368",0,34,0,293918,8,83,10096,4,4
"1369",1,32,1,455092,12,109,24601,5,5
"1370",0,31,0,237452,8,99,50465,4,4
"1371",1,28,1,247403,14,14,10000,2,4
"1372",1,31,1,282928,8,55,10000,4,5
"1373",1,29,1,402464,10,111,16942,2,2
"1374",1,34,1,259446,11,83,39809,4,3
"1375",1,29,0,253358,10,82,16812,3,4
"1376",1,32,1,270820,11,109,10728,4,4
"1377",0,33,1,276006,7,59,82173,3,4
"1378",1,31,0,303980,8,75,20271,5,4
"1379",1,32,1,319914,8,109,10000,2,3
"1380",0,31,1,256191,8,62,39269,4,5
"1381",0,29,1,303271,7,86,33006,3,3
"1382",1,30,1,295200,7,105,21499,1,2
"1383",1,31,1,332253,9,74,19657,4,4
"1384",1,27,1,376298,9,66,31170,3,3
"1385",1,31,1,329645,10,68,36034,1,3
"1386",0,33,1,268378,8,51,10000,5,3
"1387",0,27,1,353882,8,44,31258,4,4
"1388",1,27,0,373344,13,100,10000,5,4
"1389",1,33,1,333278,9,80,23189,2,4
"1390",0,26,0,237789,8,104,14589,2,1
"1391",1,27,1,355040,8,59,21149,1,2
"1392",0,29,1,265775,9,28,21912,4,4
"1393",1,28,1,469628,11,78,10000,1,5
"1394",0,30,0,266519,10,31,10000,5,5
"1395",1,28,0,299681,14,85,14786,2,3
"1396",0,27,0,300325,8,103,10000,3,3
"1397",1,32,1,387394,9,91,17508,3,5
"1398",1,29,1,369003,11,57,15499,2,2
"1399",1,33,1,447196,11,77,13033,1,4
"1400",0,31,1,292386,7,73,10000,3,3
"1401",1,31,0,374559,10,89,21228,2,1
"1402",0,32,1,240359,8,111,17049,3,4
"1403",0,34,0,247783,7,59,41397,4,5
"1404",1,30,1,266791,10,55,12290,2,2
"1405",0,34,1,286089,9,104,10000,3,4
"1406",1,29,1,429811,10,109,21855,4,3
"1407",1,31,1,292258,8,108,12520,2,1
"1408",1,33,1,249685,10,85,38805,2,2
"1409",0,31,1,211569,8,66,44335,5,3
"1410",0,28,0,261184,8,64,10000,3,5
"1411",1,27,1,256009,10,91,10000,2,2
"1412",1,32,1,352421,7,118,10000,2,3
"1413",0,28,0,250535,8,59,70821,2,1
"1414",0,30,0,288966,9,116,11251,3,4
"1415",1,31,1,364479,10,95,34077,4,4
"1416",1,28,1,329664,11,74,27536,5,4
"1417",0,33,1,206733,8,60,18702,5,3
"1418",0,30,0,337191,10,32,12689,2,2
"1419",1,27,0,277117,13,66,20690,3,4
"1420",1,35,1,416609,12,90,28753,3,4
"1421",1,29,1,325827,10,53,12746,1,3
"1422",0,30,0,257891,10,85,31957,4,3
"1423",1,33,1,249386,7,71,10000,4,3
"1424",0,32,1,286970,8,67,10000,4,4
"1425",0,33,1,270846,9,83,70531,2,5
"1426",1,30,1,359472,9,105,15981,3,3
"1427",0,32,1,255165,7,89,21003,3,4
"1428",1,28,1,402098,11,62,36953,4,4
"1429",1,31,0,341800,8,55,22772,5,5
"1430",1,31,0,321518,7,81,34565,5,5
"1431",0,28,1,288440,8,99,46774,4,5
"1432",1,30,1,298785,11,97,12918,4,4
"1433",1,30,0,512338,11,61,15302,2,3
"1434",0,33,1,307816,7,57,22111,4,3
"1435",0,30,1,284001,9,61,10000,4,4
"1436",1,31,1,428061,8,87,10000,3,3
"1437",0,30,1,211644,9,74,15044,4,4
"1438",0,29,1,337643,7,88,10000,4,5
"1439",1,28,0,322241,10,108,11534,5,4
"1440",0,28,1,291712,9,51,30520,3,1
"1441",0,33,1,301127,6,101,11687,3,4
"1442",1,27,0,356684,9,86,23335,4,3
"1443",1,28,1,300713,12,94,29370,4,4
"1444",1,30,1,412496,13,67,15089,2,2
"1445",0,33,1,267913,7,131,57276,3,3
"1446",1,26,1,221051,8,82,16082,2,3
"1447",1,28,0,313004,13,74,13599,3,5
"1448",1,31,0,264926,8,96,10770,1,4
"1449",1,32,1,332575,9,55,25428,2,4
"1450",0,28,1,297176,8,127,38689,4,4
"1451",1,29,0,300174,7,95,23640,3,4
"1452",1,25,1,269135,9,115,22411,4,4
"1453",1,33,1,364620,10,61,23322,2,1
"1454",0,29,0,395015,10,62,54965,3,4
"1455",0,31,1,220211,9,94,18985,1,3
"1456",0,31,1,201815,8,86,10000,2,4
"1457",1,33,1,351751,9,78,18259,4,5
"1458",1,32,1,382198,9,71,10000,4,5
"1459",1,28,1,400084,7,93,29420,4,3
"1460",0,31,0,322589,8,128,32176,3,4
"1461",1,30,1,307632,10,71,12942,1,2
"1462",0,29,1,295408,9,90,10000,2,2
"1463",0,30,1,269253,8,47,29687,3,4
"1464",0,29,0,327002,7,141,47942,5,4
"1465",1,29,1,428789,10,110,22252,5,1
"1466",1,29,1,317233,10,60,14113,4,5
"1467",0,32,1,252374,7,73,37785,5,4
"1468",1,27,1,300122,11,95,17794,1,3
"1469",1,33,1,325587,8,64,10000,4,5
"1470",0,30,1,287626,8,97,24154,3,4
"1471",1,24,0,313687,9,83,10000,3,4
"1472",0,30,0,286040,9,63,16856,3,1
"1473",0,29,1,188510,8,41,10407,3,3
"1474",1,30,0,287132,11,54,29627,5,3
"1475",0,27,1,262403,9,42,10000,4,4
"1476",0,24,0,305694,10,92,10000,4,4
"1477",1,30,1,303988,11,90,10000,5,5
"1478",0,32,1,254614,9,103,22661,4,5
"1479",1,30,1,316310,9,92,12163,2,2
"1480",1,32,0,390426,7,118,26321,4,4
"1481",1,32,1,441016,10,107,17262,3,2
"1482",0,30,1,347488,8,108,56627,2,3
"1483",0,35,0,247697,9,108,10000,3,4
"1484",1,29,1,308500,13,101,31012,1,1
"1485",1,29,1,357922,12,56,32717,3,5
"1486",1,32,1,306446,11,81,24571,5,3
"1487",1,31,1,354298,8,69,10000,1,1
"1488",0,30,1,238413,8,91,22631,4,3
"1489",0,30,0,318412,7,39,47794,3,3
"1490",0,28,1,326797,9,107,10000,3,4
"1491",1,30,0,381735,10,106,27423,5,4
"1492",1,29,1,303835,9,110,12552,2,2
"1493",0,30,0,301518,9,89,10000,4,4
"1494",1,27,1,339844,8,72,40661,5,4
"1495",0,30,1,264967,10,118,16524,2,3
"1496",0,27,0,293872,10,82,37280,3,4
"1497",1,30,1,302592,11,74,13737,4,3
"1498",1,34,0,396001,9,62,19979,3,3
"1499",1,29,1,382113,8,62,14460,3,3
"1500",1,32,1,493023,6,72,18969,3,5
"1501",0,31,0,252895,7,31,10000,1,2
"1502",0,30,0,348369,8,54,22728,4,4
"1503",0,33,1,188187,7,75,76465,5,4
"1504",0,30,0,299299,7,81,10000,4,4
"1505",1,27,1,336172,12,55,21816,5,4
"1506",0,30,0,321474,8,102,31512,4,4
"1507",1,29,1,333322,11,87,29820,3,4
"1508",0,25,1,314524,7,87,32798,4,5
"1509",0,33,1,250411,8,33,10000,2,3
"1510",0,30,1,292618,9,88,28842,3,3
"1511",0,30,1,282665,9,76,22357,3,5
"1512",1,32,1,313620,11,111,10000,4,2
"1513",1,29,1,357724,12,63,13268,4,4
"1514",0,32,1,339152,9,91,10000,3,4
"1515",1,31,0,400527,9,92,13660,3,4
"1516",1,33,1,395761,8,110,32857,2,3
"1517",1,32,1,402399,7,83,27502,2,5
"1518",0,27,1,301646,7,76,40082,3,3
"1519",0,31,1,247806,10,64,61727,4,3
"1520",1,30,1,247777,9,64,23829,2,2
"1521",0,29,1,290154,7,78,10000,3,4
"1522",0,33,0,313683,9,73,30214,4,4
"1523",1,28,1,312348,9,55,23556,4,3
"1524",1,27,1,322922,7,86,20692,5,2
"1525",1,30,1,392963,12,83,19461,1,1
"1526",0,30,1,228295,9,125,16867,4,5
"1527",1,32,1,329210,8,78,18943,2,5
"1528",0,27,1,277908,9,110,20334,5,3
"1529",0,31,1,253404,7,84,39742,4,1
"1530",0,27,1,301149,8,50,10000,4,5
"1531",0,34,1,243951,8,112,27650,4,3
"1532",1,27,1,280370,9,91,33668,3,3
"1533",1,28,1,417877,10,77,18236,4,3
"1534",1,29,1,440863,8,63,21179,4,4
"1535",0,31,1,300920,8,83,58874,4,4
"1536",0,27,0,235585,10,113,10000,4,2
"1537",0,29,0,239580,7,59,10000,2,2
"1538",1,28,0,374915,9,66,14283,1,1
"1539",1,31,1,435045,8,87,33334,3,3
"1540",1,31,1,274188,10,66,15928,4,2
"1541",1,30,1,400707,11,65,14524,4,4
"1542",0,27,0,217792,8,99,28871,1,3
"1543",0,32,1,242808,9,26,32551,4,4
"1544",1,32,0,311533,10,87,33260,2,2
"1545",1,29,0,208637,11,61,14011,5,3
"1546",0,29,1,251051,9,100,10000,4,1
"1547",1,31,0,367014,10,64,19678,4,4
"1548",0,24,1,294396,7,103,22144,3,3
"1549",1,32,1,444391,8,64,15624,5,5
"1550",1,31,1,313853,10,99,25560,2,1
"1551",1,28,1,240011,10,84,19118,1,2
"1552",1,31,0,299161,8,66,10761,2,4
"1553",0,29,1,269146,8,108,30025,3,5
"1554",0,29,1,329428,9,66,61916,4,5
"1555",1,30,1,324422,10,54,19965,3,4
"1556",1,30,1,213007,12,95,21663,3,5
"1557",1,27,0,333551,10,75,10000,5,4
"1558",0,31,1,271527,8,38,23225,3,4
"1559",0,33,1,296524,7,53,24530,2,5
"1560",0,31,1,237090,7,124,55645,4,5
"1561",0,31,0,278091,9,78,69434,3,4
"1562",1,31,0,351631,10,88,17792,3,4
"1563",1,28,0,342694,8,87,18884,4,4
"1564",0,31,1,330421,8,72,70879,2,5
"1565",0,31,0,308612,9,46,27024,3,5
"1566",1,30,0,349061,10,74,10469,2,3
"1567",1,27,1,246025,10,51,18746,3,3
"1568",1,29,1,300771,9,56,10000,1,1
"1569",1,29,0,222547,8,81,36023,5,2
"1570",0,28,1,276921,8,10,10000,1,2
"1571",1,29,1,432031,8,88,10000,4,5
"1572",0,31,0,267961,7,89,10000,3,4
"1573",1,32,1,189393,10,79,10000,1,3
"1574",1,29,1,287370,11,99,12811,4,1
"1575",1,29,1,367592,10,65,11641,4,3
"1576",1,34,1,345475,8,85,16623,3,3
"1577",1,27,1,385464,12,96,33714,5,5
"1578",0,27,1,264102,9,115,10000,3,1
"1579",0,31,1,245642,9,103,35038,4,5
"1580",0,28,0,325204,9,62,10000,3,4
"1581",0,30,1,217034,10,64,39098,3,1
"1582",1,29,1,394521,12,74,28478,2,5
"1583",1,32,1,347122,11,102,20265,4,3
"1584",0,30,0,308864,7,80,10000,4,5
"1585",0,30,1,353727,9,19,35924,4,4
"1586",1,32,0,325878,10,93,15637,4,2
"1587",0,31,0,258199,9,61,10000,5,3
"1588",1,28,1,288961,10,77,16630,2,2
"1589",1,28,1,387190,7,109,20969,2,2
"1590",1,30,1,381439,12,102,10000,2,3
"1591",1,29,1,331941,11,114,30467,3,4
"1592",1,29,1,279753,8,71,12789,3,4
"1593",1,31,1,351623,10,110,26691,4,4
"1594",0,33,1,263251,9,52,15742,3,4
"1595",1,32,0,285556,11,71,24701,5,3
"1596",1,31,1,395215,10,107,10141,4,4
"1597",1,31,1,334049,9,75,37297,4,3
"1598",1,31,1,348578,9,112,20916,3,3
"1599",1,27,0,310956,10,75,14649,3,4
"1600",0,32,1,276329,8,89,23232,3,3
"1601",1,28,1,342581,9,64,10000,1,2
"1602",1,31,0,403956,8,106,10000,2,1
"1603",1,31,1,428727,10,69,14823,4,2
"1604",1,27,1,325831,10,25,30549,5,1
"1605",0,32,0,320749,8,65,10000,3,3
"1606",1,32,1,399686,9,57,10000,2,3
"1607",1,32,1,368691,12,94,25595,1,3
"1608",0,29,1,272468,7,88,33579,3,5
"1609",1,32,1,402046,13,71,35677,1,3
"1610",1,29,1,318257,10,83,20316,1,1
"1611",1,29,1,420268,13,70,12735,3,4
"1612",1,31,0,228763,11,88,32402,1,2
"1613",0,30,1,341885,9,53,26893,4,4
"1614",0,29,1,274424,9,37,10244,3,1
"1615",0,30,1,217452,8,72,10465,2,1
"1616",0,27,0,214941,9,83,10000,4,4
"1617",0,35,1,283069,8,53,77636,2,3
"1618",1,33,1,378750,9,47,24011,2,4
"1619",1,32,1,249050,12,102,20266,2,3
"1620",0,28,0,296145,7,149,38512,4,4
"1621",0,29,0,281272,7,112,38179,5,4
"1622",1,33,0,403475,10,111,34421,3,4
"1623",0,29,1,241193,8,77,55576,4,4
"1624",1,30,1,410743,8,53,16269,1,4
"1625",1,30,1,326798,9,86,20110,1,5
"1626",0,29,1,262454,9,67,10000,5,4
"1627",1,28,1,290170,8,68,31782,5,5
"1628",0,27,0,323917,8,62,48412,2,2
"1629",0,29,1,261646,6,99,25182,3,4
"1630",1,32,1,424603,10,76,31317,3,4
"1631",0,32,1,280209,8,91,10000,2,3
"1632",0,32,1,205218,8,70,45816,3,2
"1633",0,29,1,212870,10,86,40686,4,4
"1634",0,30,1,292591,7,77,22938,2,2
"1635",1,30,1,419852,10,105,25259,2,3
"1636",0,29,0,278906,6,97,26338,4,3
"1637",0,33,1,276063,8,30,24311,1,3
"1638",0,29,1,219803,8,117,13290,4,4
"1639",1,34,1,323853,10,68,19176,3,5
"1640",0,29,1,278187,9,104,40854,3,3
"1641",0,33,1,275611,8,78,10000,3,3
"1642",0,29,1,272307,9,70,14151,3,4
"1643",1,35,1,332842,11,58,21378,1,1
"1644",1,30,1,318328,9,95,16264,5,5
"1645",0,31,0,298448,8,97,57430,2,1
"1646",0,29,1,346358,6,92,14775,5,4
"1647",0,27,1,325860,9,64,64776,3,4
"1648",0,32,1,321033,8,88,54736,2,2
"1649",0,30,0,322844,7,43,37489,3,4
"1650",0,30,1,275487,8,72,10000,5,5
"1651",1,30,1,284406,8,108,14035,3,5
"1652",0,29,1,241727,8,64,18262,2,1
"1653",1,29,0,273328,7,85,13557,2,1
"1654",1,27,1,243861,8,108,10000,4,1
"1655",0,29,1,4e+05,9,85,10000,4,3
"1656",0,28,1,285415,8,44,42218,3,3
"1657",1,31,1,299992,9,62,18179,2,1
"1658",1,33,1,396130,12,61,41633,3,2
"1659",0,29,0,259675,9,87,21414,3,2
"1660",0,30,1,274237,7,34,19273,5,5
"1661",0,29,1,324430,7,83,57828,3,4
"1662",1,31,1,294881,8,64,36691,4,4
"1663",1,30,1,234064,10,86,13953,4,2
"1664",1,30,0,421544,12,110,17310,3,4
"1665",0,30,1,260553,8,97,38228,2,3
"1666",0,25,1,265541,11,59,13285,5,5
"1667",0,34,1,260350,7,68,76263,3,3
"1668",1,29,1,401483,9,102,16521,3,2
"1669",1,28,0,352660,7,62,25053,3,2
"1670",1,31,0,323260,11,98,25133,5,3
"1671",0,28,1,250939,8,70,22257,4,5
"1672",1,33,1,365599,11,108,31265,5,5
"1673",0,31,1,317066,7,121,18243,2,2
"1674",1,29,1,345426,10,102,14706,5,5
"1675",1,30,1,461564,12,82,16952,3,4
"1676",0,27,0,360330,7,62,22554,3,4
"1677",1,30,1,340420,10,94,11433,3,3
"1678",0,31,1,244607,8,83,30204,3,2
"1679",0,29,1,253863,9,69,18436,4,3
"1680",1,30,1,255019,9,67,27256,2,2
"1681",0,29,1,256906,8,117,10000,5,1
"1682",0,27,0,286771,7,114,16681,3,3
"1683",1,30,1,302001,11,75,16856,5,4
"1684",1,30,1,234160,12,92,15031,1,2
"1685",1,33,1,333387,7,79,31264,3,3
"1686",0,34,0,335926,7,112,16452,3,3
"1687",1,33,1,348997,12,80,20633,4,5
"1688",0,32,1,373187,8,95,21461,4,3
"1689",1,32,1,350967,11,86,24621,2,4
"1690",1,28,1,394395,11,68,10000,5,4
"1691",0,32,1,248298,7,123,31726,5,3
"1692",0,28,0,327297,8,79,10000,3,1
"1693",0,31,1,393206,8,90,64985,2,3
"1694",1,34,1,246853,8,77,26801,2,2
"1695",0,32,1,307799,9,57,10000,3,3
"1696",0,34,1,237222,8,89,60109,3,4
"1697",1,30,1,370577,10,49,25264,3,5
"1698",1,32,1,410591,12,65,21130,4,5
"1699",1,30,1,313798,9,99,30617,1,2
"1700",1,33,1,328285,9,65,36249,4,2
"1701",0,31,1,326539,9,81,36091,3,3
"1702",0,32,1,253113,7,48,23645,2,2
"1703",0,28,1,296048,8,101,33938,3,3
"1704",1,30,1,345722,9,91,28824,1,2
"1705",1,29,1,223818,10,117,24466,3,3
"1706",0,33,0,279822,11,96,15566,3,3
"1707",0,31,1,306971,9,105,10000,3,3
"1708",1,30,1,251395,11,123,18849,1,2
"1709",1,29,1,264411,9,86,23056,3,4
"1710",0,35,1,264175,9,75,10000,4,2
"1711",0,31,1,299785,10,92,65128,3,3
"1712",0,34,1,276595,9,52,45606,4,3
"1713",1,29,1,292321,9,52,17733,4,5
"1714",0,29,1,296885,8,92,23600,4,5
"1715",1,31,1,360181,11,96,21235,3,4
"1716",0,33,1,312276,9,55,18291,2,1
"1717",1,28,1,349508,9,80,10000,4,5
"1718",0,31,1,297798,9,61,32831,4,4
"1719",1,31,1,347695,6,93,18325,2,3
"1720",1,29,0,410070,9,76,26243,3,5
"1721",1,32,1,255012,13,84,10000,2,1
"1722",0,27,0,305331,9,48,15598,3,5
"1723",0,32,1,306869,10,30,21344,1,3
"1724",0,32,1,291511,8,122,52509,4,4
"1725",0,31,1,275120,8,72,10000,4,4
"1726",0,29,1,311138,12,88,34905,4,3
"1727",1,32,0,334056,10,85,21186,5,4
"1728",0,30,1,261640,8,105,10000,3,3
"1729",1,29,0,394420,10,67,10000,1,3
"1730",1,27,1,333361,9,116,19234,4,3
"1731",1,32,1,309874,9,71,23970,5,3
"1732",0,30,1,223339,10,148,10000,4,5
"1733",0,27,1,250796,10,55,41627,3,4
"1734",1,30,1,381941,10,125,19371,5,3
"1735",0,29,0,302329,9,118,10000,4,4
"1736",1,31,0,376255,9,77,20541,4,4
"1737",1,34,1,254466,11,71,31214,2,1
"1738",1,28,0,360705,12,54,13630,2,3
"1739",1,33,1,203163,11,70,22079,3,2
"1740",0,28,1,274985,9,56,36370,4,4
"1741",1,30,1,399977,9,77,10536,2,2
"1742",1,33,1,223601,10,91,13317,1,2
"1743",0,30,1,321371,8,78,70391,3,4
"1744",0,33,1,286496,8,115,83229,3,1
"1745",1,30,0,314513,10,81,20042,2,2
"1746",0,36,1,273664,7,86,10000,4,4
"1747",0,31,1,304082,8,96,13709,3,5
"1748",1,27,0,317438,10,60,10000,1,2
"1749",0,30,1,308086,7,73,10000,2,1
"1750",1,27,0,252078,11,94,10000,3,5
"1751",1,32,1,236528,7,104,10000,3,3
"1752",0,31,1,219418,9,104,10000,5,4
"1753",0,28,1,276038,9,90,67497,5,1
"1754",0,29,1,279648,7,61,22311,4,4
"1755",1,29,1,315623,14,57,28215,4,1
"1756",1,28,0,297912,7,77,10000,3,4
"1757",1,28,0,296161,9,94,17050,5,3
"1758",1,32,1,336714,10,86,13628,4,4
"1759",0,28,0,287175,6,56,29133,5,5
"1760",1,30,0,416890,10,78,33037,4,4
"1761",1,28,1,348159,10,99,24689,1,2
"1762",1,30,1,382517,9,93,10000,5,5
"1763",0,34,1,322620,8,94,40543,3,4
"1764",0,29,1,354952,8,76,39330,3,3
"1765",1,27,1,372695,11,88,17049,3,5
"1766",1,30,0,377077,11,81,14851,3,1
"1767",0,31,0,310841,9,66,31003,4,5
"1768",0,33,1,273420,6,96,10000,1,3
"1769",0,30,0,292085,8,70,21446,2,4
"1770",1,30,0,386458,9,83,28679,5,3
"1771",1,28,0,371075,8,91,32885,5,2
"1772",1,31,1,332248,9,69,19773,4,3
"1773",0,32,1,349883,8,63,28021,3,5
"1774",1,30,0,285858,8,78,27843,4,5
"1775",0,28,1,318829,7,70,14364,3,5
"1776",0,30,0,296216,9,84,10000,3,4
"1777",1,33,1,284370,10,73,25191,2,1
"1778",0,27,1,196129,6,44,21678,5,5
"1779",0,32,1,234384,11,95,10000,4,3
"1780",1,29,1,411503,11,95,29796,3,3
"1781",0,30,1,191449,9,60,10000,2,3
"1782",1,29,1,355644,8,66,35833,1,3
"1783",0,33,0,236670,8,63,37390,2,2
"1784",1,31,1,420665,7,43,26835,2,2
